,index,shot,region,accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,jaccard_score_micro,jaccard_score_macro,jaccard_score_weighted
0,0,zero_shot,inf,0.47312560272216797,0.35228571784723156,0.47312560272216797,0.31203299993663064,0.4598541462531205,0.47312560272216797,0.3456192156332561,0.47312560272216797,0.47312560272216797,0.36677662649029813,0.5435895794868637,0.32042332060306256,0.2345728406786241,0.3496488486432231
1,1,one_shot,inf,0.48398625183105465,0.36333651176099174,0.48398625183105465,0.30504837584773975,0.456102142215826,0.48398625183105465,0.3419262587859963,0.48398625183105465,0.48398625183105465,0.3654808110684943,0.5304079460062616,0.3310026200015739,0.23267185711900415,0.3521089420486174
2,2,five_shot,inf,0.5003791732788087,0.38505366178887657,0.5003791732788087,0.32514359691306943,0.47587856364202286,0.5003791732788087,0.3594482945510738,0.5003791732788087,0.5003791732788087,0.37776572608670245,0.5475912436081225,0.34605438704253744,0.2483990422410907,0.3689008638469487
