,train_region,test_region,loss,accuracy
365,FRJ1,FRI1,0.6822003126144409,0.6102430820465088
366,FRJ1,FRI2,0.8743771016597748,0.5043402910232544
367,FRJ1,FRI3,0.8936181664466858,0.5095486044883728
368,FRJ1,FRJ1,0.460191085934639,0.7517361044883728
369,FRJ1,FRJ2,0.7040103673934937,0.6293402910232544
370,FRJ1,FRK1,0.6992400884628296,0.6380208730697632
371,FRJ1,FRK2,0.5994556546211243,0.7395833730697632
372,FRJ1,FRL0,0.6934971809387207,0.6258680820465088
373,FRJ1,FRM0,0.9577361345291138,0.45652174949645996
374,FRJ2,FR10,0.7222733199596405,0.6163194179534912
375,FRJ2,FRB0,0.6603946685791016,0.6102430820465088
376,FRJ2,FRC1,0.882254421710968,0.578125
377,FRJ2,FRC2,0.7399026453495026,0.6432291269302368
378,FRJ2,FRD1,0.6310588419437408,0.6935763955116272
379,FRJ2,FRD2,0.5874887406826019,0.6979166269302368
380,FRJ2,FRE1,0.7671626210212708,0.6380208730697632
381,FRJ2,FRE2,0.7350602447986603,0.6119791269302368
382,FRJ2,FRF1,0.8193856775760651,0.5920138955116272
383,FRJ2,FRF2,0.7593173682689667,0.5824652910232544
384,FRJ2,FRF3,0.8599220216274261,0.5390625
385,FRJ2,FRG0,0.6578221321105957,0.7222222089767456
386,FRJ2,FRH0,0.7527877688407898,0.6319444179534912
387,FRJ2,FRI1,0.5487928986549377,0.7369791269302368
388,FRJ2,FRI2,0.6395334601402283,0.6614583730697632
389,FRJ2,FRI3,0.7283101975917816,0.6154513955116272
390,FRJ2,FRJ1,0.6672708094120026,0.6319444179534912
391,FRJ2,FRJ2,0.5794039368629456,0.7282986044883728
392,FRJ2,FRK1,0.8873722553253174,0.5486111044883728
393,FRJ2,FRK2,0.7156473696231842,0.6458333730697632
394,FRJ2,FRL0,0.7304075658321381,0.6571180820465088
395,FRJ2,FRM0,0.8651835322380066,0.52173912525177
396,FRK1,FR10,0.8492382168769836,0.6484375
397,FRK1,FRB0,0.5115143060684204,0.7204861044883728
398,FRK1,FRC1,0.5733912587165833,0.75
399,FRK1,FRC2,0.5806240439414978,0.7126736044883728
400,FRK1,FRD1,0.4731120765209198,0.765625
401,FRK1,FRD2,0.5353434383869171,0.7421875
402,FRK1,FRE1,0.5336087644100189,0.7526041269302368
403,FRK1,FRE2,0.6855312585830688,0.7013888955116272
404,FRK1,FRF1,0.8107142150402069,0.6475694179534912
405,FRK1,FRF2,0.5547986328601837,0.7604166269302368
406,FRK1,FRF3,0.6109183728694916,0.7282986044883728
407,FRK1,FRG0,0.7553441524505615,0.6154513955116272
408,FRK1,FRH0,0.5566658824682236,0.7465277910232544
409,FRK1,FRI1,0.87252077460289,0.6501736044883728
410,FRK1,FRI2,0.7585479319095612,0.71875
411,FRK1,FRI3,0.8769352436065674,0.578125
412,FRK1,FRJ1,1.3225382268428802,0.4852430522441864
413,FRK1,FRJ2,0.8549595475196838,0.6736111044883728
414,FRK1,FRK1,0.48013533651828766,0.7378472089767456
415,FRK1,FRK2,0.6186087429523468,0.7378472089767456
416,FRK1,FRL0,1.348646640777588,0.4626736044883728
417,FRK1,FRM0,1.0234291553497314,0.6304348111152649
418,FRK2,FR10,0.724548727273941,0.5885416269302368
419,FRK2,FRB0,0.6438843309879303,0.6597222089767456
420,FRK2,FRC1,0.6887046098709106,0.6180555820465088
421,FRK2,FRC2,0.7090558409690857,0.6467013955116272
422,FRK2,FRD1,0.4860122948884964,0.7465277910232544
423,FRK2,FRD2,0.45567911863327026,0.7934027910232544
424,FRK2,FRE1,0.6782287657260895,0.6484375
425,FRK2,FRE2,0.6778470873832703,0.6163194179534912
426,FRK2,FRF1,0.7590217590332031,0.6345486044883728
427,FRK2,FRF2,0.5352296829223633,0.7326388955116272
428,FRK2,FRF3,0.7280878722667694,0.6206597089767456
429,FRK2,FRG0,0.7677823007106781,0.6059027910232544
430,FRK2,FRH0,0.5769191384315491,0.7013888955116272
431,FRK2,FRI1,0.652010977268219,0.6762152910232544
432,FRK2,FRI2,0.5457904785871506,0.7005208730697632
433,FRK2,FRI3,0.7189812660217285,0.6987847089767456
434,FRK2,FRJ1,0.8215687274932861,0.6059027910232544
435,FRK2,FRJ2,0.6939120292663574,0.6692708730697632
436,FRK2,FRK1,0.535028338432312,0.7178819179534912
437,FRK2,FRK2,0.40309035778045654,0.7907986044883728
438,FRK2,FRL0,0.8547235131263733,0.6085069179534912
439,FRK2,FRM0,0.8592400550842285,0.5652173757553101
440,FRL0,FR10,0.844905287027359,0.5946180820465088
441,FRL0,FRB0,1.0604157149791718,0.6137152910232544
442,FRL0,FRC1,0.9312593638896942,0.6206597089767456
443,FRL0,FRC2,0.9850416779518127,0.515625
444,FRL0,FRD1,0.7583220899105072,0.6475694179534912
445,FRL0,FRD2,0.9447372555732727,0.5729166269302368
446,FRL0,FRE1,0.7859985828399658,0.6336805820465088
447,FRL0,FRE2,1.252048909664154,0.5234375
448,FRL0,FRF1,1.2201773524284363,0.5277777910232544
449,FRL0,FRF2,0.8451617658138275,0.6085069179534912
450,FRL0,FRF3,0.87055504322052,0.5512152910232544
451,FRL0,FRG0,1.2772228121757507,0.5199652910232544
452,FRL0,FRH0,1.3294627666473389,0.4982638955116272
453,FRL0,FRI1,0.9617951512336731,0.5390625
454,FRL0,FRI2,0.9956895112991333,0.5694444179534912
455,FRL0,FRI3,1.0842037796974182,0.5234375
456,FRL0,FRJ1,0.8663685619831085,0.6649305820465088
457,FRL0,FRJ2,1.2926129698753357,0.5017361044883728
458,FRL0,FRK1,0.9203793406486511,0.5711805820465088
459,FRL0,FRK2,0.7484565675258636,0.6753472089767456
460,FRL0,FRL0,0.41561925411224365,0.8185763955116272
461,FRL0,FRM0,1.2749580144882202,0.47826087474823
462,FRM0,FR10,0.9050367474555969,0.5399305820465088
463,FRM0,FRB0,0.9916786849498749,0.4939236044883728
464,FRM0,FRC1,0.9167270362377167,0.5807291269302368
465,FRM0,FRC2,0.9284800589084625,0.5295138955116272
466,FRM0,FRD1,0.9503132104873657,0.5060763955116272
467,FRM0,FRD2,1.018087089061737,0.5338541269302368
468,FRM0,FRE1,1.0363940298557281,0.5355902910232544
469,FRM0,FRE2,0.9662014245986938,0.4904513955116272
